Neighbourhood,City,Property_Type,Room_Type,Accommodates,Bathrooms,Bedrooms,Beds,Price,Guests_Included,Extra_People,Minimum_Nights,Maximum_Nights
Twin Peaks,San Francisco,Apartment,Entire home/apt,2,1,1,1,150,1,0,2,29
Twin Peaks,San Francisco,Apartment,Entire home/apt,2,1,1,1,220,1,0,2,1125
Twin Peaks,San Francisco,House,Entire home/apt,4,1.5,2,2,200,2,0,3,14
Twin Peaks,San Francisco,House,Shared room,1,1,1,1,40,1,0,1,1125
Twin Peaks,San Francisco,Apartment,Private room,2,1,1,1,95,1,0,2,1125
Twin Peaks,San Francisco,Apartment,Entire home/apt,3,1,1,2,135,2,0,2,17
Twin Peaks,San Francisco,Condominium,Entire home/apt,8,2.5,3,5,624,6,0,2,1125
Chinatown,San Francisco,Other,Entire home/apt,4,1,0,2,275,1,0,2,5
Chinatown,San Francisco,Apartment,Entire home/apt,2,1,1,1,100,1,0,1,5
North Beach,San Francisco,Apartment,Entire home/apt,2,1,1,1,198,2,20,5,15
North Beach,San Francisco,Condominium,Private room,1,1.5,1,2,300,1,0,1,1125
Nob Hill,San Francisco,Apartment,Private room,2,1,1,1,129,1,25,1,1125
Nob Hill,San Francisco,Apartment,Entire home/apt,2,1,1,1,200,2,100,3,1125
Nob Hill,San Francisco,Apartment,Entire home/apt,4,1,2,2,345,2,25,2,1125
Nob Hill,San Francisco,Apartment,Entire home/apt,8,2,3,4,499,8,35,1,1125
Nob Hill,San Francisco,Apartment,Private room,2,1,1,1,104,1,20,2,1125
Nob Hill,San Francisco,Apartment,Entire home/apt,2,1,1,1,500,1,0,1,1125
Nob Hill,San Francisco,Apartment,Private room,2,1,1,1,79,2,15,1,20
Inner Sunset,San Francisco,Apartment,Entire home/apt,5,1,1,2,130,1,10,3,1125
Inner Sunset,San Francisco,Apartment,Entire home/apt,4,2.5,2,2,375,1,0,2,1125
Inner Sunset,San Francisco,Apartment,Entire home/apt,6,2,3,3,250,4,20,30,120
Inner Sunset,San Francisco,Apartment,Private room,2,1,1,1,85,1,0,3,14
Inner Sunset,San Francisco,Apartment,Entire home/apt,4,1,1,1,104,4,20,30,365
Inner Sunset,San Francisco,Apartment,Entire home/apt,4,1,1,2,135,2,10,2,1125
Inner Sunset,San Francisco,Apartment,Entire home/apt,6,1,3,3,195,4,0,2,14
Outer Richmond,San Francisco,House,Private room,4,1,1,1,90,2,38,1,1125
Outer Richmond,San Francisco,Apartment,Entire home/apt,2,1,1,1,138,1,0,5,28
Outer Richmond,San Francisco,House,Private room,4,1,1,2,100,2,100,1,1125
Outer Richmond,San Francisco,Apartment,Entire home/apt,4,1,1,2,175,1,0,5,10
Outer Richmond,San Francisco,House,Entire home/apt,6,1,3,3,371,2,50,3,14
Excelsior,San Francisco,House,Entire home/apt,8,2,4,4,290,4,20,2,18
Excelsior,San Francisco,House,Private room,3,1,1,1,43,1,15,30,1825
Excelsior,San Francisco,House,Private room,2,1,1,1,89,2,0,2,14
Excelsior,San Francisco,House,Entire home/apt,8,1.5,3,6,350,6,50,2,28
Excelsior,San Francisco,Apartment,Entire home/apt,6,1,2,3,200,4,15,2,30
Excelsior,San Francisco,House,Entire home/apt,6,1,2,2,175,2,25,3,1125
Excelsior,San Francisco,House,Entire home/apt,4,1.5,2,2,315,4,30,3,1125
Mission,San Francisco,Apartment,Entire home/apt,2,1.5,1,1,250,2,0,5,1125
Mission,San Francisco,Apartment,Entire home/apt,2,1,1,1,170,2,0,2,1125
Mission,San Francisco,Apartment,Entire home/apt,4,1,2,2,425,1,0,1,1125
Mission,San Francisco,Apartment,Entire home/apt,4,1,1,1,150,1,0,3,1125
Mission,San Francisco,Other,Entire home/apt,6,1.5,2,3,310,4,10,2,1125
Mission,San Francisco,Apartment,Shared room,1,2,1,1,55,1,0,2,15
Mission,San Francisco,House,Private room,2,1,1,1,80,1,10,5,1125
Mission,San Francisco,Apartment,Entire home/apt,6,1,3,4,400,1,0,3,1125
Excelsior,San Francisco,House,Private room,2,1,1,1,46,1,0,2,1125
Excelsior,San Francisco,House,Private room,2,1,4,1,45,1,5,5,1125
Excelsior,San Francisco,House,Private room,1,1,1,1,85,1,20,1,1125
Parkside,San Francisco,House,Entire home/apt,8,1,2,3,210,4,35,1,1125
Parkside,San Francisco,House,Shared room,4,4,1,4,29,1,35,30,1125
Parkside,San Francisco,House,Entire home/apt,4,1,1,2,120,2,20,1,1125
Parkside,San Francisco,House,Entire home/apt,12,2,4,4,499,9,0,3,28
Parkside,San Francisco,House,Private room,2,1,1,1,90,1,20,1,1125
Parkside,San Francisco,House,Private room,2,1,1,2,49,1,20,1,2
Parkside,San Francisco,House,Entire home/apt,5,2,2,3,179,5,25,4,29
Parkside,San Francisco,House,Entire home/apt,9,2,3,6,399,6,25,2,1125
Financial District,San Francisco,Other,Private room,2,1,1,1,109,1,0,1,1125
Financial District,San Francisco,Dorm,Shared room,4,,1,1,45,1,45,1,14
Financial District,San Francisco,Condominium,Private room,2,1,1,1,250,1,0,1,1125
Financial District,San Francisco,Apartment,Private room,2,1,1,1,180,1,50,2,1125
Financial District,San Francisco,Apartment,Entire home/apt,4,2,1,2,250,1,0,1,1125
Financial District,San Francisco,Condominium,Entire home/apt,4,1,1,2,179,1,0,1,1125
Financial District,San Francisco,Apartment,Shared room,2,0.5,1,1,41,1,0,1,1125
Financial District,San Francisco,Apartment,Entire home/apt,3,1,1,1,249,1,0,30,1125
Financial District,San Francisco,Apartment,Entire home/apt,4,1,1,1,350,1,0,3,7
Financial District,San Francisco,Apartment,Entire home/apt,3,1,1,1,175,1,0,7,30
Financial District,San Francisco,Condominium,Private room,2,1,1,1,225,1,10,4,7
Financial District,San Francisco,Apartment,Private room,1,1,1,1,200,2,0,3,1125
Ocean View,San Francisco,House,Entire home/apt,4,1,2,2,160,4,0,4,10
Ocean View,San Francisco,Apartment,Private room,2,1,1,1,70,1,0,1,28
Ocean View,San Francisco,House,Entire home/apt,6,1,2,3,289,1,0,1,1125
Western Addition,San Francisco,House,Private room,2,1,1,2,99,1,25,2,28
Western Addition,San Francisco,Condominium,Entire home/apt,4,3,2,2,600,1,0,3,1125
Western Addition,San Francisco,Apartment,Entire home/apt,2,1,0,1,101,1,0,3,1125
Western Addition,San Francisco,Apartment,Private room,1,1,1,1,60,1,0,2,7
Western Addition,San Francisco,Apartment,Private room,2,1,1,1,116,1,0,1,1125
Haight Ashbury,San Francisco,Apartment,Entire home/apt,2,1,1,1,225,1,0,3,35
Haight Ashbury,San Francisco,Apartment,Private room,1,1.5,1,1,90,1,0,1,1125
Haight Ashbury,San Francisco,House,Private room,2,1,1,1,79,1,0,6,1125
Haight Ashbury,San Francisco,House,Entire home/apt,7,1.5,4,4,520,1,0,5,1125
Haight Ashbury,San Francisco,Apartment,Entire home/apt,8,1.5,3,5,600,5,75,5,1125
Haight Ashbury,San Francisco,Apartment,Private room,6,1,1,3,159,4,20,1,29
Haight Ashbury,San Francisco,Apartment,Private room,2,1,1,1,125,1,0,2,10
Haight Ashbury,San Francisco,Apartment,Entire home/apt,5,1,1,3,169,1,0,3,1125
Haight Ashbury,San Francisco,House,Private room,2,2,1,1,78,1,7,2,14
Haight Ashbury,San Francisco,Apartment,Private room,2,1,1,1,99,1,10,1,15
Haight Ashbury,San Francisco,Apartment,Entire home/apt,4,1,2,2,250,1,0,3,1125
Haight Ashbury,San Francisco,Apartment,Entire home/apt,5,1,2,2,159,1,0,7,21
Haight Ashbury,San Francisco,House,Entire home/apt,4,2,2,2,500,1,100,3,14
Haight Ashbury,San Francisco,Apartment,Entire home/apt,4,1,2,2,235,1,0,2,1125
Haight Ashbury,San Francisco,Apartment,Entire home/apt,4,1,1,2,265,1,0,3,29
Western Addition,San Francisco,House,Private room,3,1.5,2,2,125,2,25,2,10
Western Addition,San Francisco,House,Entire home/apt,6,2,3,4,365,5,30,4,1125
Western Addition,San Francisco,Apartment,Entire home/apt,5,1.5,2,3,350,3,0,28,365
Western Addition,San Francisco,House,Private room,2,1,1,1,125,1,25,3,1125
Western Addition,San Francisco,Apartment,Entire home/apt,3,1,1,1,300,1,0,1,1125
Western Addition,San Francisco,Condominium,Private room,1,1,1,1,103,1,0,1,3
Western Addition,San Francisco,Apartment,Private room,2,1,1,1,75,1,0,5,1125
Western Addition,San Francisco,Condominium,Entire home/apt,4,2,1,3,220,2,25,4,30
Western Addition,San Francisco,Apartment,Private room,2,1,1,1,75,1,0,2,1125
Western Addition,San Francisco,Condominium,Private room,2,2.5,1,1,294,1,0,3,5
Western Addition,San Francisco,Apartment,Entire home/apt,4,1,0,1,250,1,0,1,1125
Western Addition,San Francisco,Apartment,Private room,2,1,1,1,145,1,0,1,15
Western Addition,San Francisco,House,Private room,2,1,1,1,105,1,0,1,1125
Western Addition,San Francisco,Apartment,Entire home/apt,2,1,2,2,248,2,50,30,1125
Western Addition,San Francisco,Apartment,Entire home/apt,3,1,1,2,200,1,0,1,1125
Western Addition,San Francisco,Apartment,Entire home/apt,2,1,0,1,275,1,0,4,10
Western Addition,San Francisco,Apartment,Private room,2,1,1,1,110,1,0,2,1125
Outer Mission,San Francisco,House,Private room,2,1,1,1,68,1,0,2,150
Outer Mission,San Francisco,House,Entire home/apt,8,2,4,5,325,1,0,4,8
Outer Mission,San Francisco,Guesthouse,Private room,2,1,1,1,75,1,0,2,4
Downtown/Civic Center,San Francisco,Apartment,Private room,2,1,1,1,110,1,0,1,21
Downtown/Civic Center,San Francisco,Apartment,Entire home/apt,4,1,2,2,180,1,0,3,1125
Downtown/Civic Center,San Francisco,Apartment,Entire home/apt,2,1,0,1,115,1,0,1,1125
Downtown/Civic Center,San Francisco,Apartment,Private room,1,1,1,1,66,1,0,1,5
Downtown/Civic Center,San Francisco,Apartment,Private room,2,1,1,1,110,1,0,1,21
Downtown/Civic Center,San Francisco,Apartment,Entire home/apt,4,1,0,2,180,1,0,1,6
Downtown/Civic Center,San Francisco,Condominium,Private room,2,1,1,1,80,1,25,14,1125
Downtown/Civic Center,San Francisco,Apartment,Private room,1,1,1,1,100,1,0,1,1125
Nob Hill,San Francisco,House,Entire home/apt,6,2.5,4,4,700,1,0,3,21
Nob Hill,San Francisco,Apartment,Private room,2,1,1,1,140,1,0,1,20
Nob Hill,San Francisco,Apartment,Private room,1,1,1,1,359,1,0,3,7
Nob Hill,San Francisco,Apartment,Private room,2,1,1,1,119,1,0,1,1125
Nob Hill,San Francisco,Apartment,Private room,2,1,1,1,99,1,0,1,1125
Nob Hill,San Francisco,Condominium,Private room,1,1,1,1,125,1,0,1,4
Outer Sunset,San Francisco,House,Private room,2,1,1,1,70,1,20,2,1125
Outer Sunset,San Francisco,House,Private room,3,1,1,2,100,1,30,1,1125
Outer Sunset,San Francisco,House,Private room,2,1,1,1,125,1,25,2,1125
Outer Sunset,San Francisco,House,Private room,2,1,1,1,100,1,0,1,24
Outer Sunset,San Francisco,House,Private room,4,2,1,4,60,2,20,1,14
Outer Sunset,San Francisco,House,Shared room,1,1,1,1,32,1,0,2,1125
Outer Sunset,San Francisco,House,Entire home/apt,5,1,2,3,299,5,30,1,28
Outer Sunset,San Francisco,House,Entire home/apt,4,2,3,2,350,1,0,14,31
Outer Sunset,San Francisco,House,Private room,4,1,1,2,109,2,25,1,30
Outer Sunset,San Francisco,Apartment,Entire home/apt,4,1,0,3,145,3,0,2,28
Outer Sunset,San Francisco,House,Entire home/apt,8,2,3,4,395,6,50,2,365
Outer Sunset,San Francisco,House,Entire home/apt,2,1,0,1,90,1,0,1,1125
Outer Sunset,San Francisco,Apartment,Entire home/apt,2,1,0,1,89,1,0,1,28
Outer Sunset,San Francisco,House,Private room,2,1,1,2,95,1,25,2,30
Western Addition,San Francisco,Apartment,Private room,1,1.5,1,1,95,1,50,2,29
Western Addition,San Francisco,Apartment,Entire home/apt,2,1,1,1,140,1,0,2,1125
Western Addition,San Francisco,Condominium,Entire home/apt,5,2,3,3,500,1,0,7,30
Western Addition,San Francisco,Apartment,Private room,2,1.5,1,1,150,1,0,1,1125
Western Addition,San Francisco,Apartment,Private room,2,1,1,1,108,1,15,3,28
Russian Hill,San Francisco,Apartment,Entire home/apt,4,1,1,1,150,1,0,1,5
Russian Hill,San Francisco,Apartment,Private room,4,1,1,2,119,1,40,1,28
Russian Hill,San Francisco,Apartment,Private room,3,1,1,2,70,1,50,2,30
Noe Valley,San Francisco,House,Private room,2,1,1,1,120,1,0,2,1125
Noe Valley,San Francisco,House,Entire home/apt,2,1,0,1,135,1,0,4,21
Noe Valley,San Francisco,Apartment,Private room,2,1,1,1,130,2,25,6,1125
Noe Valley,San Francisco,Apartment,Entire home/apt,5,2.5,2,2,445,1,0,3,120
Noe Valley,San Francisco,Apartment,Entire home/apt,4,1,1,2,140,2,30,1,25
Noe Valley,San Francisco,Apartment,Entire home/apt,2,1,1,1,200,1,0,4,6
Noe Valley,San Francisco,House,Private room,2,1,1,1,180,1,0,2,15
Noe Valley,San Francisco,Apartment,Entire home/apt,10,2,3,4,321,5,30,30,270
Noe Valley,San Francisco,House,Entire home/apt,6,2,3,4,490,6,0,3,90
Noe Valley,San Francisco,Apartment,Entire home/apt,5,1,2,2,700,1,0,3,1125
Noe Valley,San Francisco,Apartment,Entire home/apt,2,1,0,2,250,2,100,4,7
Noe Valley,San Francisco,House,Entire home/apt,6,2,3,4,250,2,25,1,1125
Noe Valley,San Francisco,Apartment,Entire home/apt,6,1,3,3,300,4,25,2,13
Bernal Heights,San Francisco,Apartment,Entire home/apt,4,1,2,2,150,1,0,4,1125
Bernal Heights,San Francisco,Apartment,Private room,1,1,1,1,85,1,0,3,1125
Bernal Heights,San Francisco,Condominium,Private room,2,1,1,1,100,2,50,1,7
Bernal Heights,San Francisco,Apartment,Entire home/apt,4,1,1,2,148,2,15,2,1125
Bernal Heights,San Francisco,Apartment,Entire home/apt,4,1,1,2,158,2,25,2,19
Bernal Heights,San Francisco,House,Private room,3,1,1,1,130,2,25,2,7
Bernal Heights,San Francisco,House,Entire home/apt,16,1,0,1,675,1,0,1,1
Bernal Heights,San Francisco,Apartment,Private room,2,1,1,1,110,1,0,2,1125
Bernal Heights,San Francisco,Condominium,Entire home/apt,2,1,1,1,129,1,0,2,1125
Bernal Heights,San Francisco,House,Entire home/apt,4,1,2,2,200,2,50,2,1125
Bernal Heights,San Francisco,House,Private room,3,2,1,2,130,2,0,2,7
Chinatown,San Francisco,Timeshare,Entire home/apt,2,1,0,1,295,1,0,7,1125
Chinatown,San Francisco,Other,Private room,1,0.5,1,1,19,1,0,1,1
Chinatown,San Francisco,Apartment,Entire home/apt,2,1,1,1,117,1,0,30,1125
Glen Park,San Francisco,House,Private room,2,1,1,1,99,1,0,1,29
Glen Park,San Francisco,House,Entire home/apt,6,2,3,3,300,1,0,2,21
Glen Park,San Francisco,House,Private room,2,1,1,1,100,1,0,1,1125
Glen Park,San Francisco,House,Entire home/apt,2,1,1,1,135,2,0,3,365
Potrero Hill,San Francisco,Apartment,Entire home/apt,6,2,2,3,324,1,0,6,1125
Potrero Hill,San Francisco,Apartment,Private room,2,1.5,1,1,300,1,0,2,1125
Potrero Hill,San Francisco,House,Entire home/apt,6,1,2,2,550,1,0,2,1125
Potrero Hill,San Francisco,House,Private room,1,1,1,1,65,1,40,3,14
Potrero Hill,San Francisco,House,Entire home/apt,5,1,2,3,250,4,50,2,20
Potrero Hill,San Francisco,Loft,Private room,3,1.5,1,2,155,1,0,2,1125
Potrero Hill,San Francisco,House,Entire home/apt,2,1,1,1,200,1,0,1,14
Castro/Upper Market,San Francisco,House,Private room,1,1,1,1,95,1,0,3,20
Downtown/Civic Center,San Francisco,Apartment,Entire home/apt,3,1,1,2,198,1,0,2,1125
Downtown/Civic Center,San Francisco,Apartment,Private room,1,1.5,1,1,55,1,0,1,1125
Downtown/Civic Center,San Francisco,Condominium,Entire home/apt,4,1,1,2,175,1,0,2,3
Downtown/Civic Center,San Francisco,Apartment,Entire home/apt,4,2,2,2,215,1,0,1,1125
Downtown/Civic Center,San Francisco,Apartment,Entire home/apt,3,1,1,1,130,1,0,2,1125
Downtown/Civic Center,San Francisco,Condominium,Entire home/apt,4,1,1,2,379,1,0,2,5
Downtown/Civic Center,San Francisco,Apartment,Entire home/apt,3,1,0,1,180,2,25,1,1125
Downtown/Civic Center,San Francisco,Apartment,Entire home/apt,3,1,0,1,500,1,0,1,1125
Downtown/Civic Center,San Francisco,Apartment,Entire home/apt,4,1,1,2,249,2,50,2,1125
Downtown/Civic Center,San Francisco,Apartment,Private room,2,1,1,1,85,1,10,2,90
Downtown/Civic Center,San Francisco,Condominium,Private room,2,1,1,1,110,2,0,3,10
Downtown/Civic Center,San Francisco,Apartment,Private room,2,1,1,1,110,1,0,1,21
Downtown/Civic Center,San Francisco,Boutique hotel,Private room,2,1,0,1,119,1,0,1,21
Downtown/Civic Center,San Francisco,Apartment,Entire home/apt,4,1,1,1,300,1,0,1,5
Downtown/Civic Center,San Francisco,Timeshare,Entire home/apt,6,2,2,3,450,1,0,2,1125
Diamond Heights,San Francisco,Apartment,Entire home/apt,4,1.5,2,4,230,4,15,2,90
Lakeshore,San Francisco,Apartment,Entire home/apt,2,1,1,1,120,1,0,2,1125
Lakeshore,San Francisco,Apartment,Entire home/apt,2,1,0,2,120,1,0,1,7
Lakeshore,San Francisco,Apartment,Private room,2,1,1,1,90,1,25,2,1125
Russian Hill,San Francisco,Apartment,Entire home/apt,4,1,1,2,250,1,0,1,1125
Mission,San Francisco,Apartment,Entire home/apt,4,1,1,1,160,2,50,1,180
